date;country;empty;totalC;newC;totalD;newD;totalR;activeC;serious;1MpopC;1MpopD;totalT;tests1M;continent
04151800;Dominican Republic;;3614;+328;189;+6;208;3217;143;333;17;9275;855;NorthAmerica
04151800;Panama;;3574;;95;;72;3407;106;828;22;16053;3720;NorthAmerica
04151800;Luxembourg;;3307;;67;;500;2740;30;5283;107;29523;47163;Europe
04151800;Finland;;3237;+76;72;+8;300;2865;75;584;13;48828;8813;Europe
04151800;Colombia;;2979;;127;;354;2498;106;59;2;45423;893;SouthAmerica
04151800;Thailand;;2643;+30;43;+2;1497;1103;61;38;0.6;100498;1440;Asia
04151800;Argentina;;2443;+166;109;+7;596;1738;117;54;2;24374;539;SouthAmerica
04151800;South Africa;;2415;;27;;410;1978;7;41;0.5;87022;1467;Africa
04151800;Egypt;;2350;;178;;589;1583;;23;2;25000;244;Africa
04151800;Greece;;2192;+22;102;+1;269;1821;72;210;10;50771;4871;Europe
04151800;Algeria;;2070;;326;;691;1053;60;47;7;3359;77;Africa
04151800;Moldova;;2049;+115;44;+3;171;1834;80;508;11;6271;1555;Europe
04151800;Morocco;;1988;+100;127;+1;218;1643;1;54;3;10392;282;Africa
04151800;Croatia;;1741;+37;34;+3;473;1234;31;424;8;19256;4691;Europe
04151800;Iceland;;1727;+7;8;;1077;642;8;5061;23;37386;109558;Europe
04151800;Bahrain;;1671;+143;7;;663;1001;3;982;4;72647;42694;Asia
04151800;Hungary;;1579;+67;134;+12;192;1253;58;163;14;37326;3864;Europe
04151800;Kuwait;;1405;+50;3;;206;1196;31;329;0.7;;;Asia
04151800;Iraq;;1400;;78;;766;556;;35;2;45437;1130;Asia
04151800;Estonia;;1400;+27;35;+4;117;1248;10;1055;26;33967;25606;Europe
04151800;New Zealand;;1386;+20;9;;728;649;3;287;2;66499;13790;Australia/Oceania
04151800;Kazakhstan;;1290;+58;16;+2;240;1034;20;69;0.9;81359;4333;Asia
04151800;Uzbekistan;;1275;+110;4;;107;1164;8;38;0.1;70000;2091;Asia
04151800;Azerbaijan;;1253;+56;13;;404;836;24;124;1;75397;7436;Asia
04151800;Slovenia;;1248;+28;61;+5;165;1022;34;600;29;37114;17852;Europe
04151800;Bangladesh;;1231;+219;50;+4;49;1132;1;7;0.3;14868;90;Asia
04151800;Armenia;;1111;+44;17;+1;297;797;30;375;6;9095;3069;Asia
04151800;Bosnia and Herzegovina;;1110;+27;41;+1;253;816;4;338;12;13339;4066;Europe
04151800;Lithuania;;1091;+21;30;+1;138;923;14;401;11;44677;16412;Europe
04151800;Hong Kong;;1017;+4;4;;459;554;10;136;0.5;116273;15509;Asia
04151800;North Macedonia;;974;+66;45;+1;98;831;15;468;22;9262;4446;Europe
04151800;Oman;;910;+97;4;;131;775;3;178;0.8;;;Asia
04151800;Slovakia;;863;+28;6;+4;151;706;5;158;1;31491;5768;Europe
04151800;Cameroon;;848;;17;+3;165;666;;32;0.6;;;Africa
04151800;Cuba;;814;+48;24;+3;151;639;15;72;2;18634;1645;NorthAmerica
04151800;Afghanistan;;784;+70;25;+2;43;716;;20;0.6;;;Asia
04151800;Bulgaria;;747;+34;36;+1;105;606;31;108;5;18502;2663;Europe
04151800;Tunisia;;747;;34;;43;670;89;63;3;12415;1050;Africa
04151800;Cyprus;;715;+20;12;;65;638;8;592;10;17923;14845;Asia
04151800;Andorra;;673;+14;33;+2;169;471;17;8710;427;1673;21653;Europe
04151800;Latvia;;666;+9;5;;44;617;3;353;3;29896;15850;Europe
04151800;Lebanon;;658;+17;21;;81;556;33;96;3;17260;2529;Asia
04151800;Ivory Coast;;638;;6;;114;518;;24;0.2;;;Africa
04151800;Ghana;;636;;8;;17;611;2;20;0.3;44421;1430;Africa
04151800;Costa Rica;;618;;3;;66;549;14;121;0.6;8703;1708;NorthAmerica
04151800;Niger;;570;;14;;90;466;;24;0.6;4427;183;Africa
04151800;Burkina Faso;;528;;30;;177;321;;25;1;;;Africa
04151800;Albania;;494;+19;25;+1;251;218;5;172;9;4558;1584;Europe
04151800;Uruguay;;492;;8;;260;224;14;142;2;9929;2858;SouthAmerica
04151800;Kyrgyzstan;;449;+19;5;;78;366;5;69;0.8;26147;4008;Asia
04151800;Channel Islands;;445;+5;13;;69;363;;2559;75;3320;19095;Europe
04151800;Djibouti;;435;+72;2;;71;362;;440;2;5936;6008;Africa
04151800;Honduras;;419;+12;31;+5;9;379;10;42;3;1600;162;NorthAmerica
04151800;Guinea;;404;+41;1;+1;31;372;;31;0.08;;;Africa
04151800;Malta;;399;+6;3;;44;352;4;904;7;19121;43305;Europe
04151800;Bolivia;;397;+43;28;;7;362;3;34;2;2185;187;SouthAmerica
04151800;Jordan;;397;;7;;235;155;5;39;0.7;20500;2009;Asia
04151800;Taiwan;;395;+2;6;;137;252;;17;0.3;49748;2089;Asia
04151800;Reacuteunion;;391;;;;40;351;3;437;;;;Africa
04151800;Nigeria;;373;;11;;99;263;2;2;0.05;5000;24;Africa
04151800;San Marino;;372;;36;;53;283;15;10963;1061;846;24933;Europe
04151800;Mauritius;;324;;9;;65;250;3;255;7;8279;6510;Africa
04151800;Senegal;;314;+15;2;;190;122;1;19;0.1;;;Africa
04151800;Palestine;;308;;2;;62;244;;60;0.4;17329;3397;Asia
04151800;Georgia;;306;+6;3;;69;234;6;77;0.8;5027;1260;Asia
04151800;Montenegro;;288;+5;4;;55;229;7;459;6;2869;4568;Europe
04151800;Vietnam;;267;+1;;;171;96;8;3;;132771;1364;Asia
04151800;Isle of Man;;256;+2;4;+2;151;101;13;3011;47;2175;25578;Europe
04151800;DRC;;254;+13;21;+1;21;212;;3;0.2;;;Africa
04151800;Sri Lanka;;235;+2;7;;63;165;1;11;0.3;4768;223;Asia
04151800;Kenya;;225;+9;10;+1;53;162;2;4;0.2;9630;179;Africa
04151800;Mayotte;;217;;3;;69;145;3;795;11;1500;5498;Africa
04151800;Venezuela;;197;+8;9;;111;77;6;7;0.3;225009;7913;SouthAmerica
04151800;Faeroe Islands;;184;;;;166;18;;3766;;5677;116182;Europe
04151800;Guatemala;;180;+13;5;;19;156;3;10;0.3;1134;63;NorthAmerica
04151800;Paraguay;;161;+2;8;+1;23;130;1;23;1;3640;510;SouthAmerica
04151800;El Salvador;;159;+10;6;;30;123;2;25;0.9;7785;1200;NorthAmerica
04151800;Martinique;;158;+1;8;+2;73;77;17;421;21;;;NorthAmerica
04151800;Mali;;148;+4;13;;34;101;;7;0.6;;;Africa
04151800;Guadeloupe;;145;;8;;67;70;13;362;20;;;NorthAmerica
04151800;Brunei;;136;;1;;108;27;2;311;2;10579;24182;Asia
04151800;Rwanda;;134;;;;49;85;;10;;6237;482;Africa
04151800;Gibraltar;;129;;;;104;25;1;3829;;1649;48945;Europe
04151800;Cambodia;;122;;;;96;26;1;7;;5768;345;Asia
04151800;Congo;;117;+43;5;;11;101;;21;0.9;;;Africa
04151800;Trinidad and Tobago;;114;+1;8;;19;87;;81;6;1282;916;NorthAmerica
04151800;Madagascar;;110;+2;;;29;81;1;4;;;;Africa
04151800;Jamaica;;105;;5;+1;21;79;;35;2;1290;436;NorthAmerica
04151800;Monaco;;93;;1;;6;86;5;2370;25;;;Europe
04151800;Aruba;;92;;1;+1;32;59;1;862;9;1154;10809;NorthAmerica
04151800;Tanzania;;88;+35;4;+1;11;73;;1;0.07;;;Africa
04151800;French Guiana;;86;;;;51;35;1;288;;;;SouthAmerica
04151800;Ethiopia;;85;+3;3;;15;67;;0.7;0.03;4988;43;Africa
04151800;Togo;;81;+4;3;;35;43;;10;0.4;3036;367;Africa
04151800;Gabon;;80;+23;1;;4;75;;36;0.4;;;Africa
04151800;Liechtenstein;;79;;1;;55;23;;2072;26;900;23605;Europe
04151800;Myanmar;;74;+11;4;;2;68;;1;0.07;2836;52;Asia
04151800;Barbados;;73;;5;;15;53;4;254;17;864;3007;NorthAmerica
04151800;Somalia;;60;;2;;2;56;2;4;0.1;;;Africa
04151800;Liberia;;59;;6;;4;49;;12;1;;;Africa
04151800;Bermuda;;57;;5;;30;22;3;915;80;416;6680;NorthAmerica
04151800;Cabo Verde;;56;+45;1;;1;54;;101;2;;;Africa
04151800;French Polynesia;;55;;;;;55;1;196;;920;3275;Australia/Oceania
04151800;Uganda;;55;;;;12;43;;1;;6661;146;Africa
04151800;Cayman Islands;;54;;1;;6;47;3;822;15;580;8825;NorthAmerica
04151800;Sint Maarten;;52;;9;;5;38;2;1213;210;134;3125;NorthAmerica
04151800;Bahamas;;49;;8;;6;35;1;125;20;;;NorthAmerica
04151800;Guyana;;48;+1;6;;8;34;5;61;8;213;271;SouthAmerica
04151800;Zambia;;48;+3;2;;30;16;1;3;0.1;1696;92;Africa
04151800;Macao;;45;;;;15;30;1;69;;;;Asia
04151800;Guinea-Bissau;;43;;;;;43;;22;;1500;762;Africa
04151800;Equatorial Guinea;;41;;;;4;37;;29;;854;609;Africa
04151800;Haiti;;40;;3;;;37;;4;0.3;365;32;NorthAmerica
04151800;Saint Martin;;35;+3;2;;13;20;5;905;52;;;NorthAmerica
04151800;Benin;;35;;1;;18;16;;3;0.08;;;Africa
04151800;Libya;;35;;1;;9;25;;5;0.1;570;83;Africa
04151800;Eritrea;;35;;;;;35;;10;;;;Africa
04151800;Sudan;;32;;5;;4;23;;0.7;0.1;;;Africa
04151800;Mongolia;;30;;;;5;25;;9;;1000;305;Asia
04151800;Syria;;29;;2;;5;22;;2;0.1;;;Asia
04151800;Mozambique;;29;+1;;;2;27;;0.9;;793;25;Africa
04151800;Antigua and Barbuda;;23;;2;;3;18;1;235;20;73;745;NorthAmerica
04151800;Chad;;23;;;;2;21;;1;;;;Africa
04151800;Maldives;;21;+1;;;16;5;;39;;2899;5363;Asia
04151800;Angola;;19;;2;;5;12;;0.6;0.06;;;Africa
04151800;Laos;;19;;;;1;18;;3;;1235;170;Asia
04151800;Zimbabwe;;18;+1;3;;1;14;;1;0.2;665;45;Africa
04151800;Belize;;18;;2;;;16;1;45;5;567;1426;NorthAmerica
04151800;New Caledonia;;18;;;;1;17;;63;;2608;9135;Australia/Oceania
04151800;Malawi;;16;;2;;;14;1;0.8;0.1;314;16;Africa
04151800;Nepal;;16;;;;1;15;;0.5;;6299;216;Asia
04151800;Dominica;;16;;;;8;8;;222;;345;4793;NorthAmerica
04151800;Fiji;;16;;;;;16;;18;;;;Australia/Oceania
04151800;Namibia;;16;;;;3;13;;6;;362;142;Africa
04151800;Saint Lucia;;15;;;;11;4;;82;;319;1737;NorthAmerica
04151800;Eswatini;;15;;;;8;7;;13;;714;615;Africa
04151800;Curaccedilao;;14;;1;;10;3;;85;6;230;1402;NorthAmerica
04151800;Grenada;;14;;;;;14;2;124;;92;818;NorthAmerica
04151800;Saint Kitts and Nevis;;14;;;;;14;;263;;234;4399;NorthAmerica
04151800;Botswana;;13;;1;;;12;;6;0.4;3115;1325;Africa
04151800;Sierra Leone;;13;+2;;;;13;;2;;;;Africa
04151800;St. Vincent Grenadines;;12;;;;1;11;;108;;87;784;NorthAmerica
04151800;CAR;;11;;;;4;7;;2;;;;Africa
04151800;Falkland Islands;;11;;;;1;10;;3161;;137;39368;SouthAmerica
04151800;Montserrat;;11;;;;1;10;1;2204;;36;7212;NorthAmerica
04151800;Seychelles;;11;;;;;11;;112;;;;Africa
04151800;Suriname;;10;;1;;6;3;;17;2;;;SouthAmerica
04151800;Turks and Caicos;;10;;1;;;9;;258;26;71;1834;NorthAmerica
04151800;Gambia;;9;;1;;2;6;;4;0.4;281;116;Africa
04151800;Nicaragua;;9;;1;;4;4;;1;0.2;;;NorthAmerica
04151800;Vatican City;;8;;;;2;6;;9988;;;;Europe
04151800;Timor-Leste;;8;+2;;;1;7;;6;;;;Asia
04151800;Mauritania;;7;;1;;2;4;;2;0.2;593;128;Africa
04151800;St. Barth;;6;;;;4;2;;607;;;;NorthAmerica
04151800;Western Sahara;;6;;;;;6;;10;;;;Africa
04151800;Burundi;;5;;1;;;4;;0.4;0.08;;;Africa
04151800;Bhutan;;5;;;;2;3;;6;;1166;1511;Asia
04151800;Sao Tome and Principe;;4;;;;;4;;18;;19;87;Africa
04151800;South Sudan;;4;;;;;4;;0.4;;;;Africa
04151800;Anguilla;;3;;;;1;2;;200;;;;NorthAmerica
04151800;British Virgin Islands;;3;;;;2;1;;99;;;;NorthAmerica
04151800;Caribbean Netherlands;;3;;;;;3;;114;;10;381;NorthAmerica
04151800;Papua New Guinea;;2;;;;;2;;0.2;;72;8;Australia/Oceania
04151800;Saint Pierre Miquelon;;1;;;;;1;;173;;;;NorthAmerica
04151800;Yemen;;1;;;;;1;;0.03;;;;Asia
04151800;China;;82295;+46;3342;+1;77816;1137;113;57;2;;;Asia
